,symmetry,unit_cell_x_pixels,unit_cell_y_pixels,geometry_full,condition,C11,C12,C22,C16,C26,C66,CM0_E,CM0_nu,CM1_E,CM1_nu,youngs,poisson
19748,C2v,50,50,0000000000000000000000111111000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000111111110000000000000000000000000000000000000000001111111100000000000000000000000000000000000000000011111111000000000000000000000000000000000000000011111111111100000000000000000000000000000000000000111111111111000000000000000000000000000000000000001111111111110000000000000000000100000000000000111111111111111111110000000000000011000000000000001111111110011111111100000000000000110000000000000011111111000011111111000000000000001110000000000001111111110000111111111000000000000111111111111111111111111100001111111111111111111111100111111111111111111111000011111111111111111111100000111111111111111111110000111111111111111111110000001111111111111111111100001111111111111111111100000011111111111111111111000011111111111111111111000000000111111111111111110000111111111111111110000000000001111111111111111100001111111111111111100000000000011111111111111111000011111111111111111000000000000111111111111111110000111111111111111110000000000001111111111111111000000111111111111111100000000000011111111111111110000001111111111111111000000000000111111111111111100000011111111111111110000000000000011111111111111000000111111111111110000000000000000111111111111110000001111111111111100000000000000111111111111111100000011111111111111110000000000001111111111111111000000111111111111111100000000000011111111111111110000001111111111111111000000000000111111111111111110000111111111111111110000000000001111111111111111100001111111111111111100000000000011111111111111111000011111111111111111000000000000111111111111111110000111111111111111110000000001111111111111111111100001111111111111111111100000011111111111111111111000011111111111111111111000000111111111111111111110000111111111111111111110000011111111111111111111100001111111111111111111110011111111111111111111111000011111111111111111111111110000000000001111111110000111111111000000000000111000000000000001111111100001111111100000000000000110000000000000011111111100111111111000000000000001100000000000000111111111111111111110000000000000010000000000000000000111111111111000000000000000000000000000000000000001111111111110000000000000000000000000000000000000011111111111100000000000000000000000000000000000000001111111100000000000000000000000000000000000000000011111111000000000000000000000000000000000000000000111111110000000000000000000000000000000000000000000111111000000000000000000000000000000000000000000001111110000000000000000000000,Plane Strain,160891435.5,79440894.92,350759734.0,0,0,20637027.15,1e-09,,2240000000,0.49253731,"[1.42899474e+08 1.42007158e+08 1.39346218e+08 1.34968483e+08
 1.28973220e+08 1.21527138e+08 1.12893160e+08 1.03467311e+08
 9.38202996e+07 8.47351881e+07 7.72246927e+07 7.25028768e+07
 7.18819653e+07 7.65757549e+07 8.74258767e+07 1.04621187e+08
 1.27522959e+08 1.54694551e+08 1.84149454e+08 2.13724559e+08
 2.41433907e+08 2.65693099e+08 2.85386314e+08 2.99815093e+08
 3.08592307e+08 3.11535422e+08 3.08592307e+08 2.99815093e+08
 2.85386314e+08 2.65693099e+08 2.41433907e+08 2.13724559e+08
 1.84149454e+08 1.54694551e+08 1.27522959e+08 1.04621187e+08
 8.74258767e+07 7.65757549e+07 7.18819653e+07 7.25028768e+07
 7.72246927e+07 8.47351881e+07 9.38202996e+07 1.03467311e+08
 1.12893160e+08 1.21527138e+08 1.28973220e+08 1.34968483e+08
 1.39346218e+08 1.42007158e+08 1.42899474e+08 1.42007158e+08
 1.39346218e+08 1.34968483e+08 1.28973220e+08 1.21527138e+08
 1.12893160e+08 1.03467311e+08 9.38202996e+07 8.47351881e+07
 7.72246927e+07 7.25028768e+07 7.18819653e+07 7.65757549e+07
 8.74258767e+07 1.04621187e+08 1.27522959e+08 1.54694551e+08
 1.84149454e+08 2.13724559e+08 2.41433907e+08 2.65693099e+08
 2.85386314e+08 2.99815093e+08 3.08592307e+08 3.11535422e+08
 3.08592307e+08 2.99815093e+08 2.85386314e+08 2.65693099e+08
 2.41433907e+08 2.13724559e+08 1.84149454e+08 1.54694551e+08
 1.27522959e+08 1.04621187e+08 8.74258767e+07 7.65757549e+07
 7.18819653e+07 7.25028768e+07 7.72246927e+07 8.47351881e+07
 9.38202996e+07 1.03467311e+08 1.12893160e+08 1.21527138e+08
 1.28973220e+08 1.34968483e+08 1.39346218e+08 1.42007158e+08
 1.42899474e+08]","[0.49375465 0.50132437 0.52361374 0.55930485 0.60602907 0.66019438
 0.71692164 0.77025618 0.81378917 0.8416765  0.84980674 0.83668736
 0.80366613 0.75440459 0.69387054 0.62727317 0.55926884 0.4935529
 0.43278073 0.37869092 0.33231262 0.29417972 0.26451348 0.24336198
 0.23069807 0.22648237 0.23069807 0.24336198 0.26451348 0.29417972
 0.33231262 0.37869092 0.43278073 0.4935529  0.55926884 0.62727317
 0.69387054 0.75440459 0.80366613 0.83668736 0.84980674 0.8416765
 0.81378917 0.77025618 0.71692164 0.66019438 0.60602907 0.55930485
 0.52361374 0.50132437 0.49375465 0.50132437 0.52361374 0.55930485
 0.60602907 0.66019438 0.71692164 0.77025618 0.81378917 0.8416765
 0.84980674 0.83668736 0.80366613 0.75440459 0.69387054 0.62727317
 0.55926884 0.4935529  0.43278073 0.37869092 0.33231262 0.29417972
 0.26451348 0.24336198 0.23069807 0.22648237 0.23069807 0.24336198
 0.26451348 0.29417972 0.33231262 0.37869092 0.43278073 0.4935529
 0.55926884 0.62727317 0.69387054 0.75440459 0.80366613 0.83668736
 0.84980674 0.8416765  0.81378917 0.77025618 0.71692164 0.66019438
 0.60602907 0.55930485 0.52361374 0.50132437 0.49375465]"
27024,C2v,50,50,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000011111111111111111111111111111111111111110000000000111111111111111111111111111111111111111100000000000000000000000111111111111110000000000000000000000000000000000001111111111111100000000000000000000000000000000000011111111111111000000000000000000000000000000000000111111111111110000000000000000000000011111111111111111111111111111111111111110000000000111111111111111111111111111111111111111100000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,Plane Strain,1909080999.0,326350900.7,945550413.6,0,0,404657511.3,1e-09,,2240000000,0.49253731,"[1.79644300e+09 1.78894858e+09 1.76674163e+09 1.73065354e+09
 1.68207157e+09 1.62292023e+09 1.55560097e+09 1.48287302e+09
 1.40767285e+09 1.33289010e+09 1.26113555e+09 1.19454410e+09
 1.13464819e+09 1.08233847e+09 1.03790637e+09 1.00114630e+09
 9.71488309e+08 9.48134158e+08 9.30177967e+08 9.16701631e+08
 9.06843125e+08 8.99840689e+08 8.95058209e+08 8.91997572e+08
 8.90303069e+08 8.89761838e+08 8.90303069e+08 8.91997572e+08
 8.95058209e+08 8.99840689e+08 9.06843125e+08 9.16701631e+08
 9.30177967e+08 9.48134158e+08 9.71488309e+08 1.00114630e+09
 1.03790637e+09 1.08233847e+09 1.13464819e+09 1.19454410e+09
 1.26113555e+09 1.33289010e+09 1.40767285e+09 1.48287302e+09
 1.55560097e+09 1.62292023e+09 1.68207157e+09 1.73065354e+09
 1.76674163e+09 1.78894858e+09 1.79644300e+09 1.78894858e+09
 1.76674163e+09 1.73065354e+09 1.68207157e+09 1.62292023e+09
 1.55560097e+09 1.48287302e+09 1.40767285e+09 1.33289010e+09
 1.26113555e+09 1.19454410e+09 1.13464819e+09 1.08233847e+09
 1.03790637e+09 1.00114630e+09 9.71488309e+08 9.48134158e+08
 9.30177967e+08 9.16701631e+08 9.06843125e+08 8.99840689e+08
 8.95058209e+08 8.91997572e+08 8.90303069e+08 8.89761838e+08
 8.90303069e+08 8.91997572e+08 8.95058209e+08 8.99840689e+08
 9.06843125e+08 9.16701631e+08 9.30177967e+08 9.48134158e+08
 9.71488309e+08 1.00114630e+09 1.03790637e+09 1.08233847e+09
 1.13464819e+09 1.19454410e+09 1.26113555e+09 1.33289010e+09
 1.40767285e+09 1.48287302e+09 1.55560097e+09 1.62292023e+09
 1.68207157e+09 1.73065354e+09 1.76674163e+09 1.78894858e+09
 1.79644300e+09]","[0.1709466  0.17269735 0.17792187 0.18653445 0.1983839  0.21324171
 0.23078664 0.25058767 0.27208825 0.29459612 0.31728455 0.33921184
 0.35936531 0.37673353 0.39040468 0.39968067 0.40418835 0.40396314
 0.39948237 0.39163443 0.38162531 0.37083889 0.36067654 0.35240228
 0.34701293 0.34514384 0.34701293 0.35240228 0.36067654 0.37083889
 0.38162531 0.39163443 0.39948237 0.40396314 0.40418835 0.39968067
 0.39040468 0.37673353 0.35936531 0.33921184 0.31728455 0.29459612
 0.27208825 0.25058767 0.23078664 0.21324171 0.1983839  0.18653445
 0.17792187 0.17269735 0.1709466  0.17269735 0.17792187 0.18653445
 0.1983839  0.21324171 0.23078664 0.25058767 0.27208825 0.29459612
 0.31728455 0.33921184 0.35936531 0.37673353 0.39040468 0.39968067
 0.40418835 0.40396314 0.39948237 0.39163443 0.38162531 0.37083889
 0.36067654 0.35240228 0.34701293 0.34514384 0.34701293 0.35240228
 0.36067654 0.37083889 0.38162531 0.39163443 0.39948237 0.40396314
 0.40418835 0.39968067 0.39040468 0.37673353 0.35936531 0.33921184
 0.31728455 0.29459612 0.27208825 0.25058767 0.23078664 0.21324171
 0.1983839  0.18653445 0.17792187 0.17269735 0.1709466 ]"
24342,C2v,50,50,1111111000000000000000000000000000000000000111111111111110000000000000000000000000000000000001111111111111100000000000000000000000000000000000011111111111111100000000000000000000000000000000001111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111100000000000000000000000011111111111111111111111111111100000000000000001111111111111111111111111111111111111000000000011111111111111111111111111111111111111111000000001111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111100000000111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111100000000001111111111111111111111111111111111111000000000000000011111111111111111111111111111100000000000000000000000011111111111111111111111110000000000000000000000000011111111111111111111111100000000000000000000000000111111111111111111111111000000000000000000000000001111111111111111111111110000000000000000000000000011111111111111111111000000000000000000000000000000000011111111111111100000000000000000000000000000000000011111111111111000000000000000000000000000000000000111111111111110000000000000000000000000000000000001111111,Plane Strain,1201642198.0,258893395.1,891805599.5,0,0,258912099.1,1e-09,,2240000000,0.49253731,"[1.12648480e+09 1.12182911e+09 1.10802838e+09 1.08559087e+09
 1.05539068e+09 1.01869432e+09 9.77171123e+08 9.32864296e+08
 8.88101365e+08 8.45333262e+08 8.06911496e+08 7.74837070e+08
 7.50533255e+08 7.34696178e+08 7.27258370e+08 7.27468033e+08
 7.34055139e+08 7.45437819e+08 7.59923075e+08 7.75869825e+08
 7.91800684e+08 8.06464172e+08 8.18858108e+08 8.28227878e+08
 8.34052318e+08 8.36027107e+08 8.34052318e+08 8.28227878e+08
 8.18858108e+08 8.06464172e+08 7.91800684e+08 7.75869825e+08
 7.59923075e+08 7.45437819e+08 7.34055139e+08 7.27468033e+08
 7.27258370e+08 7.34696178e+08 7.50533255e+08 7.74837070e+08
 8.06911496e+08 8.45333262e+08 8.88101365e+08 9.32864296e+08
 9.77171123e+08 1.01869432e+09 1.05539068e+09 1.08559087e+09
 1.10802838e+09 1.12182911e+09 1.12648480e+09 1.12182911e+09
 1.10802838e+09 1.08559087e+09 1.05539068e+09 1.01869432e+09
 9.77171123e+08 9.32864296e+08 8.88101365e+08 8.45333262e+08
 8.06911496e+08 7.74837070e+08 7.50533255e+08 7.34696178e+08
 7.27258370e+08 7.27468033e+08 7.34055139e+08 7.45437819e+08
 7.59923075e+08 7.75869825e+08 7.91800684e+08 8.06464172e+08
 8.18858108e+08 8.28227878e+08 8.34052318e+08 8.36027107e+08
 8.34052318e+08 8.28227878e+08 8.18858108e+08 8.06464172e+08
 7.91800684e+08 7.75869825e+08 7.59923075e+08 7.45437819e+08
 7.34055139e+08 7.27468033e+08 7.27258370e+08 7.34696178e+08
 7.50533255e+08 7.74837070e+08 8.06911496e+08 8.45333262e+08
 8.88101365e+08 9.32864296e+08 9.77171123e+08 1.01869432e+09
 1.05539068e+09 1.08559087e+09 1.10802838e+09 1.12182911e+09
 1.12648480e+09]","[0.21544965 0.21782033 0.22487136 0.23641445 0.25211872 0.27148775
 0.2938335  0.31825436 0.34362735 0.36862726 0.39178494 0.41159236
 0.42665145 0.43584832 0.43851955 0.43456998 0.42450883 0.40939151
 0.39068182 0.37006931 0.34928364 0.32993871 0.3134235  0.30083972
 0.29297584 0.2903025  0.29297584 0.30083972 0.3134235  0.32993871
 0.34928364 0.37006931 0.39068182 0.40939151 0.42450883 0.43456998
 0.43851955 0.43584832 0.42665145 0.41159236 0.39178494 0.36862726
 0.34362735 0.31825436 0.2938335  0.27148775 0.25211872 0.23641445
 0.22487136 0.21782033 0.21544965 0.21782033 0.22487136 0.23641445
 0.25211872 0.27148775 0.2938335  0.31825436 0.34362735 0.36862726
 0.39178494 0.41159236 0.42665145 0.43584832 0.43851955 0.43456998
 0.42450883 0.40939151 0.39068182 0.37006931 0.34928364 0.32993871
 0.3134235  0.30083972 0.29297584 0.2903025  0.29297584 0.30083972
 0.3134235  0.32993871 0.34928364 0.37006931 0.39068182 0.40939151
 0.42450883 0.43456998 0.43851955 0.43584832 0.42665145 0.41159236
 0.39178494 0.36862726 0.34362735 0.31825436 0.2938335  0.27148775
 0.25211872 0.23641445 0.22487136 0.21782033 0.21544965]"
33866,C2v,50,50,0000110000000000000000000000000000000000000011000000001100000000000000000000000000000000000000110000001111000000000000000000000000000000000000001111000011110000000000000000000000000000000000000011110000111100000000000000000000000000000000000000111100001111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111100000000111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111110000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111110000000011111111111111111111111111111111111111111100000000111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111110000001111111111111111111111111111111111111111111111000011110000000000000000000000000000000000000011110000111100000000000000000000000000000000000000111100001111000000000000000000000000000000000000001111000000110000000000000000000000000000000000000011000000001100000000000000000000000000000000000000110000,Plane Strain,1326429220.0,29078625.46,341292253.8,0,0,26281314.28,1e-09,,2240000000,0.49253731,"[1.32395168e+09 1.31302911e+09 1.27947905e+09 1.22114966e+09
 1.13521274e+09 1.01961800e+09 8.75468497e+08 7.09799525e+08
 5.36995112e+08 3.76494519e+08 2.46519949e+08 1.57479934e+08
 1.09643845e+08 9.58070705e+07 1.05868840e+08 1.30326847e+08
 1.61829001e+08 1.95340446e+08 2.27703364e+08 2.57080129e+08
 2.82483191e+08 3.03436248e+08 3.19749592e+08 3.31378658e+08
 3.38338519e+08 3.40654778e+08 3.38338519e+08 3.31378658e+08
 3.19749592e+08 3.03436248e+08 2.82483191e+08 2.57080129e+08
 2.27703364e+08 1.95340446e+08 1.61829001e+08 1.30326847e+08
 1.05868840e+08 9.58070705e+07 1.09643845e+08 1.57479934e+08
 2.46519949e+08 3.76494519e+08 5.36995112e+08 7.09799525e+08
 8.75468497e+08 1.01961800e+09 1.13521274e+09 1.22114966e+09
 1.27947905e+09 1.31302911e+09 1.32395168e+09 1.31302911e+09
 1.27947905e+09 1.22114966e+09 1.13521274e+09 1.01961800e+09
 8.75468497e+08 7.09799525e+08 5.36995112e+08 3.76494519e+08
 2.46519949e+08 1.57479934e+08 1.09643845e+08 9.58070705e+07
 1.05868840e+08 1.30326847e+08 1.61829001e+08 1.95340446e+08
 2.27703364e+08 2.57080129e+08 2.82483191e+08 3.03436248e+08
 3.19749592e+08 3.31378658e+08 3.38338519e+08 3.40654778e+08
 3.38338519e+08 3.31378658e+08 3.19749592e+08 3.03436248e+08
 2.82483191e+08 2.57080129e+08 2.27703364e+08 1.95340446e+08
 1.61829001e+08 1.30326847e+08 1.05868840e+08 9.58070705e+07
 1.09643845e+08 1.57479934e+08 2.46519949e+08 3.76494519e+08
 5.36995112e+08 7.09799525e+08 8.75468497e+08 1.01961800e+09
 1.13521274e+09 1.22114966e+09 1.27947905e+09 1.31302911e+09
 1.32395168e+09]","[0.02192249 0.02657279 0.04064614 0.06450906 0.09876718 0.14424826
 0.20195661 0.27296892 0.3582199  0.45809734 0.57173786 0.69592368
 0.82361564 0.94256494 1.03518671 1.08147163 1.06576161 0.98475424
 0.85090183 0.68774921 0.52066151 0.36950683 0.24636534 0.15693794
 0.10312406 0.08520154 0.10312406 0.15693794 0.24636534 0.36950683
 0.52066151 0.68774921 0.85090183 0.98475424 1.06576161 1.08147163
 1.03518671 0.94256494 0.82361564 0.69592368 0.57173786 0.45809734
 0.3582199  0.27296892 0.20195661 0.14424826 0.09876718 0.06450906
 0.04064614 0.02657279 0.02192249 0.02657279 0.04064614 0.06450906
 0.09876718 0.14424826 0.20195661 0.27296892 0.3582199  0.45809734
 0.57173786 0.69592368 0.82361564 0.94256494 1.03518671 1.08147163
 1.06576161 0.98475424 0.85090183 0.68774921 0.52066151 0.36950683
 0.24636534 0.15693794 0.10312406 0.08520154 0.10312406 0.15693794
 0.24636534 0.36950683 0.52066151 0.68774921 0.85090183 0.98475424
 1.06576161 1.08147163 1.03518671 0.94256494 0.82361564 0.69592368
 0.57173786 0.45809734 0.3582199  0.27296892 0.20195661 0.14424826
 0.09876718 0.06450906 0.04064614 0.02657279 0.02192249]"
48787,C2v,50,50,0000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111100000000000000000011111111000000000000000011111111000000000000000000111111110000000000000000111111110000000000000000001111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000011111111000000000000000011111111000000000000000000111111110000000000000000111111110000000000000000001111111111000000000000111111111100000000000000000111111111111111111111111111111111100000000000000001111111111111111111111111111111111000000000000000011111111111111111111111111111111110000000000000000111111111111111111111111111111111100000000000000011111111111111111111111111111111111100000000000011111111111111111111111111111111111111110000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000111111111111111111111111111111111111111100000000000011111111111111111111111111111111111100000000000000011111111111111111111111111111111110000000000000000111111111111111111111111111111111100000000000000001111111111111111111111111111111111000000000000000011111111111111111111111111111111110000000000000000011111111110000000000001111111111000000000000000000111111110000000000000000111111110000000000000000001111111100000000000000001111111100000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111000000000000000000111111110000000000000000111111110000000000000000001111111100000000000000001111111100000000000000000011111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000000000001111111110000000000000000111111111000000000000000011111111100000000,Plane Strain,682583185.9,102246236.4,777910586.8,0,0,49153717.33,1e-09,,2240000000,0.49253731,"[6.69144247e+08 6.64158508e+08 6.49185568e+08 6.24206793e+08
 5.89291118e+08 5.44760623e+08 4.91446685e+08 4.31039562e+08
 3.66492472e+08 3.02356803e+08 2.44810021e+08 2.01069878e+08
 1.78021388e+08 1.80320603e+08 2.08781064e+08 2.59961570e+08
 3.27243645e+08 4.02778620e+08 4.79307765e+08 5.51214579e+08
 6.14760418e+08 6.67801709e+08 7.09317677e+08 7.38957724e+08
 7.56694433e+08 7.62594808e+08 7.56694433e+08 7.38957724e+08
 7.09317677e+08 6.67801709e+08 6.14760418e+08 5.51214579e+08
 4.79307765e+08 4.02778620e+08 3.27243645e+08 2.59961570e+08
 2.08781064e+08 1.80320603e+08 1.78021388e+08 2.01069878e+08
 2.44810021e+08 3.02356803e+08 3.66492472e+08 4.31039562e+08
 4.91446685e+08 5.44760623e+08 5.89291118e+08 6.24206793e+08
 6.49185568e+08 6.64158508e+08 6.69144247e+08 6.64158508e+08
 6.49185568e+08 6.24206793e+08 5.89291118e+08 5.44760623e+08
 4.91446685e+08 4.31039562e+08 3.66492472e+08 3.02356803e+08
 2.44810021e+08 2.01069878e+08 1.78021388e+08 1.80320603e+08
 2.08781064e+08 2.59961570e+08 3.27243645e+08 4.02778620e+08
 4.79307765e+08 5.51214579e+08 6.14760418e+08 6.67801709e+08
 7.09317677e+08 7.38957724e+08 7.56694433e+08 7.62594808e+08
 7.56694433e+08 7.38957724e+08 7.09317677e+08 6.67801709e+08
 6.14760418e+08 5.51214579e+08 4.79307765e+08 4.02778620e+08
 3.27243645e+08 2.59961570e+08 2.08781064e+08 1.80320603e+08
 1.78021388e+08 2.01069878e+08 2.44810021e+08 3.02356803e+08
 3.66492472e+08 4.31039562e+08 4.91446685e+08 5.44760623e+08
 5.89291118e+08 6.24206793e+08 6.49185568e+08 6.64158508e+08
 6.69144247e+08]","[0.14979308 0.15675716 0.17766359 0.21250573 0.2611014  0.32281521
 0.39614511 0.47819725 0.56416375 0.6470628  0.71812929 0.76817953
 0.78983136 0.77976046 0.73980734 0.67627398 0.59785374 0.51333849
 0.43004088 0.35319132 0.2860578  0.23040483 0.18700721 0.15608016
 0.13758738 0.131437   0.13758738 0.15608016 0.18700721 0.23040483
 0.2860578  0.35319132 0.43004088 0.51333849 0.59785374 0.67627398
 0.73980734 0.77976046 0.78983136 0.76817953 0.71812929 0.6470628
 0.56416375 0.47819725 0.39614511 0.32281521 0.2611014  0.21250573
 0.17766359 0.15675716 0.14979308 0.15675716 0.17766359 0.21250573
 0.2611014  0.32281521 0.39614511 0.47819725 0.56416375 0.6470628
 0.71812929 0.76817953 0.78983136 0.77976046 0.73980734 0.67627398
 0.59785374 0.51333849 0.43004088 0.35319132 0.2860578  0.23040483
 0.18700721 0.15608016 0.13758738 0.131437   0.13758738 0.15608016
 0.18700721 0.23040483 0.2860578  0.35319132 0.43004088 0.51333849
 0.59785374 0.67627398 0.73980734 0.77976046 0.78983136 0.76817953
 0.71812929 0.6470628  0.56416375 0.47819725 0.39614511 0.32281521
 0.2611014  0.21250573 0.17766359 0.15675716 0.14979308]"
